k_candidates,mean_distance,std_distance,feasible_rate,mean_elapsed_ms
3.000000,1463.488103,32.831652,0.000,11518.344
5.000000,1447.464422,19.552210,0.000,10747.152
8.000000,1426.516009,16.875939,0.000,11535.804
10.000000,1401.184092,21.581642,0.000,12752.529
12.000000,1418.243209,20.352305,0.000,13698.566
15.000000,1411.948780,13.272698,0.000,15255.172
20.000000,1385.673367,13.086298,0.000,18324.830
