max_iterations,mean_distance,std_distance,feasible_rate,mean_elapsed_ms
50.000000,1504.882857,31.905341,0.000,1990.467
100.000000,1462.467710,21.034972,0.000,3952.467
200.000000,1429.280667,17.709323,0.000,7858.062
400.000000,1410.888881,22.691280,0.000,15673.156
800.000000,1384.879149,13.553294,0.000,22279.975
1200.000000,1384.165716,27.873056,0.000,29860.530
1600.000000,1373.195167,25.450634,0.000,39784.811
