max_iterations,mean_distance,std_distance,feasible_rate,mean_elapsed_ms
50.000000,1905.461765,54.033575,0.000,2295.837
100.000000,1860.834870,25.027252,0.000,4558.708
200.000000,1856.678910,12.708818,0.000,9069.849
400.000000,1830.103343,27.362386,0.000,18181.722
800.000000,1813.928816,13.436510,0.000,29211.385
1200.000000,1802.089764,12.276350,0.000,37105.233
1600.000000,1809.002646,29.348484,0.000,63261.181
