tau_min,mean_distance,std_distance,feasible_rate,mean_elapsed_ms
0.001000,2123.680926,20.269154,0.000,22513.059
0.010000,2141.091180,22.735992,0.000,22705.740
0.050000,2264.437598,28.532961,0.000,23130.175
0.100000,2361.388065,40.707953,0.000,15170.706
0.200000,2416.510878,21.384665,0.000,20324.239
