q,mean_distance,std_distance,feasible_rate,mean_elapsed_ms
1.000000,1530.885158,34.426127,0.000,20395.534
10.000000,1478.510675,18.509492,0.000,20114.051
50.000000,1417.403479,24.416352,0.000,19640.790
100.000000,1404.561116,10.348793,0.000,19438.716
250.000000,1372.006316,27.511127,0.000,19303.557
500.000000,1362.613342,25.726644,0.000,19069.810
1000.000000,1345.502515,34.483633,0.000,19123.882
