q,mean_distance,std_distance,feasible_rate,mean_elapsed_ms
1.000000,2435.868796,17.092619,0.000,23991.001
10.000000,2350.442700,38.584752,0.000,23507.391
50.000000,2185.738848,30.401921,0.000,22791.681
100.000000,2160.884770,33.238046,0.000,22642.816
250.000000,2147.824369,39.114891,0.000,22457.241
500.000000,2112.353894,48.472502,0.000,18810.273
1000.000000,2133.794971,37.639078,0.000,15277.411
