beta,mean_distance,std_distance,feasible_rate,mean_elapsed_ms
0.100000,1859.265494,11.756957,0.000,14424.644
0.500000,1823.908509,64.348149,0.000,14238.575
1.000000,1813.898450,29.691206,0.000,15042.504
2.000000,1818.994889,8.560403,0.000,14600.945
2.500000,1815.431518,25.111773,0.000,14946.365
3.500000,1834.411573,14.482625,0.000,14686.283
5.000000,1868.998324,18.580895,0.000,15527.277
