max_iterations,mean_distance,std_distance,feasible_rate,mean_elapsed_ms
50.000000,1173.025887,12.172624,0.000,1186.230
100.000000,1142.441326,18.591351,0.000,2334.662
200.000000,1148.404350,22.962630,0.000,4698.246
400.000000,1123.806564,14.948308,0.000,9309.017
800.000000,1128.766343,16.493196,0.000,19112.664
1200.000000,1112.904585,18.049773,0.000,28752.207
1600.000000,1095.704745,35.300615,0.000,38769.272
