tau_max,mean_distance,std_distance,feasible_rate,mean_elapsed_ms
1.000000,1858.079010,19.663274,0.000,13203.696
5.000000,1837.800260,65.720974,0.000,13127.972
10.000000,1839.313518,51.779605,0.000,13207.741
20.000000,1868.964195,21.757105,0.000,13190.574
50.000000,1881.837011,17.505564,0.000,13247.035
100.000000,1868.396076,54.809665,0.000,13560.791
