q,mean_distance,std_distance,feasible_rate,mean_elapsed_ms
1.000000,1221.015136,13.695457,0.000,19270.757
10.000000,1197.895187,24.191285,0.000,19091.718
50.000000,1141.924548,13.566461,0.000,18589.739
100.000000,1111.775139,27.056194,0.000,18509.271
250.000000,1102.481782,20.098906,0.000,18308.775
500.000000,1081.301665,20.023166,0.167,18350.334
1000.000000,1086.672898,20.308725,0.167,18172.528
