iter_per_temp,mean_distance,std_distance,feasible_rate,mean_elapsed_ms,mean_iterations
10,2330.909243,62.659763,1.000,533.134,17000.0
30,2023.655064,67.303240,1.000,1320.459,51000.0
50,1912.257104,48.925894,1.000,2159.185,85000.0
100,1827.544049,56.020322,1.000,4456.974,170000.0
150,1813.800915,33.648410,1.000,6526.112,255000.0
300,1785.472796,54.869726,1.000,12558.160,510000.0
600,1743.172697,10.052237,1.000,24393.191,1020000.0
