beta,mean_distance,std_distance,feasible_rate,mean_elapsed_ms
0.100000,1749.973233,28.321584,0.000,12729.626
0.500000,1721.489795,42.089688,0.000,12795.125
1.000000,1728.131956,17.886247,0.000,12774.308
2.000000,1667.325704,53.967904,0.000,12660.830
2.500000,1721.496319,28.134309,0.000,12735.622
3.500000,1668.371275,19.183802,0.000,13182.928
5.000000,1720.523496,41.507533,0.000,17005.013
