q,mean_distance,std_distance,feasible_rate,mean_elapsed_ms
1.000000,2147.347822,34.296995,0.000,24422.954
10.000000,1999.829527,23.131865,0.000,23571.841
50.000000,1860.253032,19.198893,0.000,22713.450
100.000000,1806.240872,12.922132,0.000,22435.512
250.000000,1780.986779,39.461939,0.000,22206.440
500.000000,1797.049152,18.847485,0.000,14579.803
1000.000000,1802.238535,23.527873,0.000,17966.012
