n_ants,mean_distance,std_distance,feasible_rate,mean_elapsed_ms
5.000000,1653.711325,17.762322,0.000,1740.924
10.000000,1644.035985,23.972887,0.000,3441.276
20.000000,1637.317259,16.396150,0.000,6850.979
40.000000,1592.957094,17.612586,0.000,13633.460
60.000000,1596.990277,9.844678,0.000,20544.372
80.000000,1591.793232,22.549833,0.000,27334.567
100.000000,1579.256144,16.857359,0.000,34095.047
