tau_max,mean_distance,std_distance,feasible_rate,mean_elapsed_ms
1.000000,1611.799612,22.025339,0.000,21093.307
5.000000,1613.915365,7.763008,0.000,19322.627
10.000000,1605.116994,42.073688,0.000,14127.559
20.000000,1611.436870,12.383553,0.000,13450.585
50.000000,1623.538672,16.507546,0.000,13279.696
100.000000,1599.933914,28.949510,0.000,13127.123
