tau_min,mean_distance,std_distance,feasible_rate,mean_elapsed_ms
0.001000,1356.558525,41.513977,0.000,12899.072
0.010000,1407.410655,13.431591,0.000,13023.200
0.050000,1465.424198,12.643772,0.000,13201.152
0.100000,1493.501102,28.228627,0.000,13403.753
0.200000,1531.266435,13.237507,0.000,13315.813
