iter_per_temp,mean_distance,std_distance,feasible_rate,mean_elapsed_ms,mean_iterations
10,1799.212486,79.081189,1.000,450.852,17000.0
30,1473.106969,46.885520,1.000,1337.598,51000.0
50,1399.269058,56.289738,1.000,2087.039,85000.0
100,1336.107789,37.549241,1.000,3567.899,170000.0
150,1284.403878,22.966101,1.000,5086.621,255000.0
300,1268.419429,19.590923,1.000,14651.252,510000.0
600,1233.012841,34.914231,1.000,33813.251,1020000.0
