k_candidates,mean_distance,std_distance,feasible_rate,mean_elapsed_ms
3.000000,1928.172789,54.337623,0.000,19475.305
5.000000,1933.206653,28.746195,0.000,17763.326
8.000000,1889.079559,21.391809,0.000,12416.187
10.000000,1894.076441,14.162237,0.000,13448.286
12.000000,1864.675801,37.755914,0.000,13865.417
15.000000,1804.281884,52.133224,0.000,15370.810
20.000000,1814.641275,43.296815,0.000,17574.539
