rho,mean_distance,std_distance,feasible_rate,mean_elapsed_ms
0.010000,1634.720587,14.642771,0.000,13917.927
0.050000,1667.558616,35.393134,0.000,12564.732
0.100000,1704.969684,37.653928,0.000,12687.502
0.200000,1723.414769,34.582784,0.000,12957.908
0.300000,1744.574062,19.136988,0.000,12353.378
0.400000,1761.717210,38.166885,0.000,12763.396
0.500000,1774.417720,29.686500,0.000,12528.116
