alpha,mean_distance,std_distance,feasible_rate,mean_elapsed_ms
0.100000,1530.268239,24.088325,0.000,12961.925
0.500000,1474.205061,23.160001,0.000,15999.301
1.000000,1400.503847,19.880127,0.000,19585.826
1.500000,1333.654402,47.260579,0.000,14313.961
2.000000,1338.217067,37.498259,0.000,11991.923
3.000000,1394.268472,28.179564,0.000,12473.506
5.000000,1435.496725,24.596056,0.000,12034.027
