n_ants,mean_distance,std_distance,feasible_rate,mean_elapsed_ms
5.000000,1494.458796,43.803520,0.000,1716.691
10.000000,1489.723638,27.496502,0.000,3397.699
20.000000,1460.800175,26.723605,0.000,6758.838
40.000000,1444.328199,24.488178,0.000,13519.920
60.000000,1440.240313,13.095490,0.000,20189.732
80.000000,1424.464529,5.834404,0.000,27038.523
100.000000,1410.956404,25.472867,0.000,33806.283
