iter_per_temp,mean_distance,std_distance,feasible_rate,mean_elapsed_ms,mean_iterations
10,2153.168496,89.242425,1.000,456.575,17000.0
30,1651.602451,40.657963,1.000,1175.789,51000.0
50,1622.451937,24.799595,1.000,2003.462,85000.0
100,1467.657084,33.796768,1.000,3744.372,170000.0
150,1472.432770,18.798377,1.000,5110.758,255000.0
300,1400.251662,42.692828,1.000,9506.352,510000.0
600,1385.439379,45.613552,1.000,19472.812,1020000.0
