alpha,mean_distance,std_distance,feasible_rate,mean_elapsed_ms
0.100000,2440.043274,20.072144,0.000,15867.210
0.500000,2311.259330,38.466530,0.000,19508.239
1.000000,2169.348748,25.854268,0.000,22710.196
1.500000,2107.119406,37.787832,0.000,22367.072
2.000000,2074.905457,38.564948,0.000,21888.233
3.000000,2153.730629,33.462980,0.000,22043.604
5.000000,2150.803561,39.682181,0.000,22037.540
