max_iterations,mean_distance,std_distance,feasible_rate,mean_elapsed_ms
50.000000,2074.279540,71.383217,0.000,1457.351
100.000000,2076.944835,22.368563,0.000,2850.873
200.000000,2035.392622,41.888930,0.000,5943.523
400.000000,2016.686435,60.071213,0.000,10800.902
800.000000,1987.552682,28.171766,0.000,21977.091
1200.000000,2003.786766,13.335500,0.000,32730.354
1600.000000,1976.335531,38.970079,0.000,52328.588
