tau_max,mean_distance,std_distance,feasible_rate,mean_elapsed_ms
1.000000,1415.748874,20.102803,0.000,19447.189
5.000000,1395.995010,29.812748,0.000,19471.263
10.000000,1409.072260,20.231038,0.000,18241.580
20.000000,1409.940186,20.836775,0.000,12452.220
50.000000,1395.257672,16.690658,0.000,12345.372
100.000000,1398.943087,22.496569,0.000,12364.550
