iter_per_temp,mean_distance,std_distance,feasible_rate,mean_elapsed_ms,mean_iterations
10,1455.862589,52.795609,1.000,375.774,17000.0
30,1225.773977,46.611695,1.000,1101.155,51000.0
50,1152.656442,44.513562,1.000,1685.786,85000.0
100,1122.986446,35.263112,1.000,3556.773,170000.0
150,1086.756399,20.183417,1.000,4948.173,255000.0
300,1055.438072,15.049982,1.000,11378.081,510000.0
600,1034.827934,25.399734,1.000,22731.955,1020000.0
