tau_max,mean_distance,std_distance,feasible_rate,mean_elapsed_ms
1.000000,1713.739589,22.211871,0.000,12799.248
5.000000,1717.634835,17.751789,0.000,18161.515
10.000000,1697.465670,24.119565,0.000,19949.470
20.000000,1690.713013,31.471714,0.000,19956.598
50.000000,1725.244269,31.019913,0.000,19980.690
100.000000,1727.131811,28.383722,0.000,19969.598
