beta,mean_distance,std_distance,feasible_rate,mean_elapsed_ms
0.100000,1679.907960,27.731942,0.000,20465.106
0.500000,1643.673112,18.647445,0.000,13484.601
1.000000,1632.387821,44.778399,0.000,13009.514
2.000000,1635.244979,10.435387,0.000,13349.236
2.500000,1624.296777,21.182352,0.000,12977.609
3.500000,1621.442196,11.034903,0.000,13553.141
5.000000,1611.883548,17.195483,0.000,13530.489
