tau_max,mean_distance,std_distance,feasible_rate,mean_elapsed_ms
1.000000,2004.579917,36.009012,0.000,13965.863
5.000000,2020.896237,24.177046,0.000,13752.636
10.000000,2012.507978,32.031134,0.000,20066.750
20.000000,2013.629223,35.505524,0.000,21552.095
50.000000,2021.009720,28.740069,0.000,21157.244
100.000000,1989.885552,34.560667,0.000,20905.034
