n_ants,mean_distance,std_distance,feasible_rate,mean_elapsed_ms
5.000000,2213.157646,24.829091,0.000,5680.812
10.000000,2146.691104,50.252047,0.000,11173.386
20.000000,2147.360141,24.759826,0.000,21705.416
40.000000,2124.392679,26.109285,0.000,28639.890
60.000000,2104.920892,16.374572,0.000,42973.309
80.000000,2121.708815,29.623992,0.000,56724.752
100.000000,2098.049412,25.500169,0.000,73648.475
