n_ants,mean_distance,std_distance,feasible_rate,mean_elapsed_ms
5.000000,1877.591886,11.294181,0.000,5740.080
10.000000,1853.484855,12.118560,0.000,11288.913
20.000000,1814.231341,22.518741,0.000,16295.248
40.000000,1807.029762,23.049837,0.000,29763.729
60.000000,1785.920241,11.731953,0.000,54485.708
80.000000,1791.840253,24.670419,0.000,88362.897
100.000000,1771.340394,14.572407,0.000,110071.709
