q,mean_distance,std_distance,feasible_rate,mean_elapsed_ms
1.000000,1619.038916,21.597759,0.000,9703.224
10.000000,1580.953885,17.869773,0.000,8719.392
50.000000,1480.656959,25.341038,0.000,8633.110
100.000000,1467.873909,31.055644,0.000,8535.832
250.000000,1448.024802,36.057401,0.000,8485.411
500.000000,1435.115189,16.475561,0.000,8480.994
1000.000000,1441.295535,30.859567,0.000,8390.569
