iter_per_temp,mean_distance,std_distance,feasible_rate,mean_elapsed_ms,mean_iterations
10,1857.243127,79.759680,1.000,474.902,17000.0
30,1563.559026,41.185445,1.000,1161.124,51000.0
50,1441.146340,49.244633,1.000,1930.488,85000.0
100,1351.477612,31.877698,1.000,4078.517,170000.0
150,1298.313208,42.775181,1.000,6031.455,255000.0
300,1270.532583,28.554258,1.000,11738.161,510000.0
600,1220.836605,41.232448,1.000,22519.472,1020000.0
