iter_per_temp,mean_distance,std_distance,feasible_rate,mean_elapsed_ms,mean_iterations
10,1622.661914,85.253657,1.000,432.591,17000.0
30,1366.866483,64.376756,1.000,1126.672,51000.0
50,1305.672344,29.975958,1.000,1837.130,85000.0
100,1259.187394,37.684767,1.000,3531.456,170000.0
150,1208.793474,34.837685,1.000,5527.925,255000.0
300,1174.133771,14.678114,1.000,11006.868,510000.0
600,1138.251333,29.291259,1.000,20434.565,1020000.0
