rho,mean_distance,std_distance,feasible_rate,mean_elapsed_ms
0.010000,1387.262220,29.210398,0.000,19250.691
0.050000,1375.012384,10.597498,0.000,17709.137
0.100000,1403.352789,11.681137,0.000,12539.481
0.200000,1430.079469,19.196707,0.000,13178.190
0.300000,1437.341566,17.220334,0.000,16555.724
0.400000,1463.740719,25.465509,0.000,19983.444
0.500000,1467.573781,25.625401,0.000,20059.727
