k_candidates,mean_distance,std_distance,feasible_rate,mean_elapsed_ms
3.000000,2245.002499,15.898442,0.000,16044.870
5.000000,2153.973695,29.131229,0.000,17846.227
8.000000,2163.424429,17.676071,0.000,13962.430
10.000000,2174.235559,35.244988,0.000,15366.948
12.000000,2153.688542,21.161214,0.000,20457.298
15.000000,2146.859939,61.118190,0.000,26656.190
20.000000,2140.990432,49.474172,0.000,31040.568
