n_ants,mean_distance,std_distance,feasible_rate,mean_elapsed_ms
5.000000,1459.500527,27.001076,0.000,2560.854
10.000000,1425.841934,12.682904,0.000,4947.841
20.000000,1389.432261,16.774833,0.000,9779.798
40.000000,1387.519540,26.315213,0.000,19648.866
60.000000,1363.308844,26.347140,0.000,28428.954
80.000000,1356.879478,24.018668,0.000,32442.899
100.000000,1358.574420,26.228051,0.000,38468.577
