max_iterations,mean_distance,std_distance,feasible_rate,mean_elapsed_ms
50.000000,1798.330850,41.093351,0.000,1463.998
100.000000,1764.883240,24.446644,0.000,3971.102
200.000000,1700.252971,26.500706,0.000,5639.755
400.000000,1710.628706,38.823023,0.000,9848.917
800.000000,1701.564394,24.903750,0.000,20110.387
1200.000000,1681.883447,23.808972,0.000,30346.525
1600.000000,1664.874461,18.706311,0.000,39221.020
