max_iterations,mean_distance,std_distance,feasible_rate,mean_elapsed_ms
50.000000,2289.538642,38.470792,0.000,2314.853
100.000000,2219.885895,24.694233,0.000,4590.468
200.000000,2200.062357,43.847679,0.000,9146.114
400.000000,2167.787133,33.401940,0.000,18222.868
800.000000,2181.811957,16.368143,0.000,25596.040
1200.000000,2166.330548,36.524757,0.000,35438.513
1600.000000,2113.277615,15.861297,0.000,57800.852
