alpha,mean_distance,std_distance,feasible_rate,mean_elapsed_ms
0.100000,1612.908878,19.396293,0.000,13158.425
0.500000,1553.193941,24.071985,0.000,12975.616
1.000000,1467.315400,25.104307,0.000,12804.166
1.500000,1406.717872,10.752732,0.000,12507.479
2.000000,1388.811335,27.640198,0.000,11104.140
3.000000,1400.652729,24.762056,0.000,10630.086
5.000000,1402.167400,31.370952,0.000,10584.233
