alpha,mean_distance,std_distance,feasible_rate,mean_elapsed_ms
0.100000,2032.746225,38.888185,0.000,13356.597
0.500000,1956.856483,19.790775,0.000,13214.688
1.000000,1858.521744,21.531105,0.000,13447.445
1.500000,1845.744630,62.915198,0.000,13168.216
2.000000,1820.051551,41.701354,0.000,13296.753
3.000000,1814.611974,34.857467,0.000,12863.429
5.000000,1853.757079,52.215378,0.000,13319.309
