tau_max,mean_distance,std_distance,feasible_rate,mean_elapsed_ms
1.000000,1444.627050,35.318103,0.000,12901.718
5.000000,1458.689263,37.573304,0.000,12945.299
10.000000,1444.901930,48.135087,0.000,14967.649
20.000000,1462.647759,21.501843,0.000,20537.877
50.000000,1457.259301,20.764692,0.000,20640.644
100.000000,1470.959475,18.615739,0.000,17041.655
