tau_max,mean_distance,std_distance,feasible_rate,mean_elapsed_ms
1.000000,2059.746247,14.934121,0.000,26557.254
5.000000,2045.760105,28.628950,0.000,24088.971
10.000000,2035.328292,32.944565,0.000,23766.622
20.000000,2064.136852,19.926381,0.000,17967.101
50.000000,2062.040247,23.487479,0.000,19646.880
100.000000,2056.302587,21.166561,0.000,16559.720
