max_iterations,mean_distance,std_distance,feasible_rate,mean_elapsed_ms
50.000000,2153.668883,34.994886,0.000,1840.423
100.000000,2096.577809,19.404286,0.000,3955.173
200.000000,2051.768527,27.998294,0.000,9738.052
400.000000,2064.518950,18.604795,0.000,20359.678
800.000000,2036.045641,22.912741,0.000,30915.215
1200.000000,2034.312173,33.387585,0.000,50832.732
1600.000000,2036.654815,24.619811,0.000,66403.626
