rho,mean_distance,std_distance,feasible_rate,mean_elapsed_ms
0.010000,1787.489408,23.540933,0.000,14905.576
0.050000,1793.896136,17.364244,0.000,14786.006
0.100000,1816.357041,25.005736,0.000,14387.442
0.200000,1851.444726,23.229938,0.000,14562.893
0.300000,1887.671438,19.698131,0.000,14533.643
0.400000,1922.303609,19.520430,0.000,17605.731
0.500000,1933.760618,27.232287,0.000,22744.584
