tau_min,mean_distance,std_distance,feasible_rate,mean_elapsed_ms
0.001000,1790.915622,11.513064,0.000,22434.081
0.010000,1821.203869,13.629317,0.000,22533.187
0.050000,1905.870758,19.048297,0.000,23251.047
0.100000,1983.385340,25.805028,0.000,23700.222
0.200000,2082.781749,19.458039,0.000,24206.725
