beta,mean_distance,std_distance,feasible_rate,mean_elapsed_ms
0.100000,2099.439989,23.944701,0.000,13673.247
0.500000,2029.971239,16.983920,0.000,13803.698
1.000000,2019.714051,35.832719,0.000,13950.397
2.000000,2033.806380,18.133972,0.000,13842.553
2.500000,2005.440580,45.638502,0.000,13728.256
3.500000,2025.548134,23.922293,0.000,14147.988
5.000000,2046.795798,27.776863,0.000,14031.342
