k_candidates,mean_distance,std_distance,feasible_rate,mean_elapsed_ms
3.000000,1646.777916,22.053783,0.000,12300.650
5.000000,1690.324466,24.802225,0.000,12395.936
8.000000,1637.244562,16.432942,0.000,12604.576
10.000000,1615.424873,19.891460,0.000,13424.568
12.000000,1615.831455,30.842308,0.000,14719.602
15.000000,1619.569370,12.204382,0.000,15160.728
20.000000,1605.674124,22.503365,0.000,15507.833
