n_ants,mean_distance,std_distance,feasible_rate,mean_elapsed_ms
5.000000,2068.205100,36.463478,0.000,3389.291
10.000000,2037.204121,16.356730,0.000,6728.688
20.000000,2009.661187,35.731284,0.000,13196.282
40.000000,1986.352135,26.946037,0.000,27171.987
60.000000,1959.322869,16.656513,0.000,42988.724
80.000000,1957.750827,29.217889,0.000,54144.175
100.000000,1941.213891,25.638235,0.000,62568.808
