q,mean_distance,std_distance,feasible_rate,mean_elapsed_ms
1.000000,2035.577079,62.727354,0.000,20936.781
10.000000,2002.374523,43.100315,0.000,17771.616
50.000000,1903.527956,35.674002,0.000,13926.774
100.000000,1884.349531,33.620442,0.000,20272.044
250.000000,1857.241140,36.990034,0.000,20175.248
500.000000,1847.102415,32.955565,0.000,13096.756
1000.000000,1833.003117,24.590149,0.000,12680.738
