beta,mean_distance,std_distance,feasible_rate,mean_elapsed_ms
0.100000,1221.216247,19.776560,0.000,15048.689
0.500000,1162.883711,27.695746,0.000,11815.086
1.000000,1138.643747,32.459631,0.000,12258.083
2.000000,1122.569169,21.792812,0.000,12270.774
2.500000,1136.370961,12.585364,0.000,11887.053
3.500000,1118.883743,18.751634,0.000,15351.592
5.000000,1119.386711,15.554217,0.000,16373.605
