max_iterations,mean_distance,std_distance,feasible_rate,mean_elapsed_ms
50.000000,1695.500271,15.999804,0.000,1171.223
100.000000,1662.878069,14.663411,0.000,2293.941
200.000000,1629.169571,28.054972,0.000,4621.620
400.000000,1630.091127,17.086281,0.000,9215.814
800.000000,1616.808653,23.132603,0.000,17355.365
1200.000000,1598.206896,13.336564,0.000,25399.514
1600.000000,1594.618791,24.408800,0.000,31714.709
