k_candidates,mean_distance,std_distance,feasible_rate,mean_elapsed_ms
3.000000,2118.555990,33.792618,0.000,20344.233
5.000000,2075.267956,15.826835,0.000,19221.684
8.000000,2050.705040,43.099019,0.000,20541.719
10.000000,2005.020937,26.917037,0.000,21682.582
12.000000,2034.660051,23.435467,0.000,16476.817
15.000000,2034.179482,22.938622,0.000,16389.095
20.000000,2022.839435,41.231870,0.000,29370.235
