rho,mean_distance,std_distance,feasible_rate,mean_elapsed_ms
0.010000,1842.281578,23.569192,0.000,20407.021
0.050000,1824.870890,44.752813,0.000,20527.227
0.100000,1878.846731,41.171778,0.000,20719.823
0.200000,1916.438977,16.677738,0.000,20950.946
0.300000,1908.412578,46.685451,0.000,16363.510
0.400000,1977.893760,26.149412,0.000,14227.135
0.500000,1981.926434,15.567213,0.000,13173.851
