rho,mean_distance,std_distance,feasible_rate,mean_elapsed_ms
0.010000,2141.215693,17.556139,0.000,22111.584
0.050000,2127.123930,23.342077,0.000,22093.571
0.100000,2173.488002,22.646615,0.000,22304.854
0.200000,2187.892449,35.495035,0.000,19664.028
0.300000,2235.213600,55.126648,0.000,19550.491
0.400000,2270.222031,33.291298,0.000,23131.244
0.500000,2305.268622,22.139861,0.000,23251.745
