n_ants,mean_distance,std_distance,feasible_rate,mean_elapsed_ms
5.000000,1940.355968,22.481082,0.000,1719.099
10.000000,1881.564778,17.889516,0.000,3372.710
20.000000,1870.981639,42.190037,0.000,6699.770
40.000000,1847.116844,27.317346,0.000,13381.241
60.000000,1825.025212,12.773989,0.000,20104.063
80.000000,1822.754338,36.523022,0.000,26746.110
100.000000,1819.378488,24.451428,0.000,33482.422
