q,mean_distance,std_distance,feasible_rate,mean_elapsed_ms
1.000000,2421.836611,48.608526,0.000,26867.134
10.000000,2240.853116,29.903542,0.000,25000.149
50.000000,2103.908426,18.573976,0.000,25879.414
100.000000,2058.976363,13.102926,0.000,20351.914
250.000000,2010.807092,30.101627,0.000,24109.648
500.000000,1992.711056,34.166946,0.000,24736.533
1000.000000,1997.982586,14.764176,0.000,24501.802
