q,mean_distance,std_distance,feasible_rate,mean_elapsed_ms
1.000000,2222.404246,30.339083,0.000,18866.697
10.000000,2151.272162,25.915865,0.000,22121.729
50.000000,2047.243220,42.061392,0.000,21191.037
100.000000,2016.147341,30.764196,0.000,13595.193
250.000000,1980.037315,30.198268,0.000,15843.269
500.000000,1964.528593,34.271271,0.000,20835.806
1000.000000,1962.739405,20.516769,0.000,20920.477
