tau_max,mean_distance,std_distance,feasible_rate,mean_elapsed_ms
1.000000,2158.146510,28.283683,0.000,14583.948
5.000000,2169.559363,18.098026,0.000,14354.314
10.000000,2168.528553,32.965769,0.000,15205.623
20.000000,2162.157837,49.610273,0.000,14969.467
50.000000,2141.611603,34.263012,0.000,14972.092
100.000000,2151.270150,30.327353,0.000,15005.773
