n_ants,mean_distance,std_distance,feasible_rate,mean_elapsed_ms
5.000000,1165.303855,21.499667,0.000,1765.826
10.000000,1146.536214,31.216960,0.000,3491.364
20.000000,1115.015974,11.582181,0.000,6079.040
40.000000,1084.814808,10.033902,0.000,12000.300
60.000000,1088.342048,18.969557,0.000,18164.618
80.000000,1082.907494,23.048045,0.000,23907.082
100.000000,1069.381534,23.520197,0.000,29996.730
