max_iterations,mean_distance,std_distance,feasible_rate,mean_elapsed_ms
50.000000,1967.036319,51.740114,0.000,1374.616
100.000000,1918.834740,30.861734,0.000,2578.989
200.000000,1907.640974,32.389197,0.000,5131.856
400.000000,1866.057644,65.508804,0.000,10574.861
800.000000,1848.982813,20.642150,0.000,20617.830
1200.000000,1843.866545,30.223645,0.000,31131.377
1600.000000,1837.103338,19.984049,0.000,41230.378
